Fake_Id,Designation,Recruitment_Type,Account_code,Avg_In_Tim,Avg_Out_Tim,Avg_Office_hr,Avg_Bay_hr,Avg_Break_hr,Avg_Cafeteria,Avg_OOO_hr,Unbilled,Half_Day,Full_Day,Online_Checkin,Exemptions,Unallocated,avg_in_time_hr,avg_office_hours,avg_break_hours,avg_ooo_hours,total_leaves,unbilled_flag,unallocated_flag,bay_hours,cafeteria_hours,efficiency,break_utilization,punctuality,absenteeism_days,burnout_hours,Cluster,Behavior_Type,Name
267,TDS,Campus-2021,TM,08:06:04,18:13:46,11:27:21,07:59:56,00:45:39,00:46:53,00:28:48,Billed,4,3,1,5,No,8.1,11.45,0.75,0.4666666666666667,7,0,0,7.983333333333333,0.7666666666666667,82.67831149927218,0.1324599708879185,0.9000000000000004,5.0,2.4499999999999997,3,Silent Overworker,Avery Hall
268,AL,Campus-2021,TS,09:15:39,18:55:12,07:07:45,06:19:09,01:36:42,00:39:43,01:06:14,Billed,4,5,9,3,No,9.25,7.116666666666666,1.6,1.1,9,0,0,6.316666666666666,0.65,52.927400468384064,0.3161592505854801,0.25,7.0,0.0,1,Late Starter,Taylor Lewis
269,TDS,Campus-2022,TS,11:32:32,17:40:25,11:14:13,05:52:24,00:56:12,00:19:04,00:43:43,Billed,2,14,0,5,No,11.533333333333331,11.233333333333333,0.9333333333333332,0.7166666666666667,16,0,0,5.866666666666667,0.3166666666666666,82.49258160237389,0.1112759643916914,2.533333333333333,15.0,2.2333333333333325,0,Consistent Performer,Casey Martin
270,SE,Campus-2023,TM,10:41:41,22:18:52,08:33:07,08:10:02,01:09:04,00:33:26,00:18:42,Billed,5,3,7,2,No,10.683333333333334,8.55,1.15,0.3,8,0,0,8.166666666666666,0.55,76.60818713450293,0.1988304093567251,1.6833333333333336,5.5,0.0,2,Erratic / At-Risk,Morgan Lewis
271,TDS,Campus-2023,TM,09:39:47,20:13:30,11:06:15,05:16:34,01:23:39,00:26:10,00:46:45,Billed,3,2,3,5,No,9.65,11.1,1.3833333333333333,0.7666666666666667,5,0,0,5.266666666666667,0.4333333333333333,76.72672672672672,0.1636636636636636,0.6500000000000004,3.5,2.1,3,Silent Overworker,Finley Rodriguez
272,AL,Campus-2022,TM,10:37:24,21:10:39,07:45:07,08:54:19,00:39:50,00:44:32,01:16:30,Billed,3,9,7,4,No,10.616666666666667,7.75,0.65,1.2666666666666666,12,0,0,8.9,0.7333333333333333,65.80645161290322,0.1784946236559139,1.6166666666666671,10.5,0.0,2,Erratic / At-Risk,Alex Garcia
273,AL,Campus-2022,TM,08:10:41,18:17:30,10:29:41,07:13:35,01:58:11,00:19:51,01:04:29,Unbilled,1,0,5,4,No,8.166666666666666,10.483333333333333,1.9666666666666668,1.0666666666666669,1,1,0,7.216666666666667,0.3166666666666666,68.04451510333863,0.2178060413354531,0.8333333333333339,0.5,1.4833333333333325,3,Silent Overworker,Sage Harris
274,SSE,Campus-2020,SN,08:43:20,17:43:26,10:26:20,09:09:04,00:59:27,00:41:20,00:33:43,Billed,0,4,3,6,No,8.716666666666667,10.433333333333334,0.9833333333333332,0.55,4,0,0,9.15,0.6833333333333333,78.75399361022363,0.1597444089456869,0.2833333333333332,4.0,1.4333333333333336,3,Silent Overworker,Reese Walker
275,SSE,Campus-2023,TM,09:49:49,21:06:26,07:21:59,06:21:10,01:17:03,00:17:13,00:45:24,Billed,0,3,9,1,No,9.816666666666666,7.35,1.2833333333333332,0.75,3,0,0,6.35,0.2833333333333333,68.48072562358277,0.2131519274376417,0.8166666666666664,3.0,0.0,2,Erratic / At-Risk,Peyton White
276,AL,Campus-2021,SN,11:34:56,18:36:23,07:38:23,09:51:33,01:32:58,00:35:32,01:14:10,Billed,5,8,8,7,No,11.566666666666666,7.633333333333333,1.5333333333333332,1.2333333333333334,13,0,0,9.85,0.5833333333333334,56.11353711790393,0.277292576419214,2.5666666666666664,10.5,0.0,1,Late Starter,Finley Lewis
277,AL,Campus-2022,SN,10:51:31,21:43:53,09:43:51,05:22:09,00:37:39,00:15:35,00:38:57,Billed,5,4,3,6,No,10.85,9.716666666666669,0.6166666666666667,0.6333333333333333,9,0,0,5.366666666666666,0.25,84.56260720411663,0.0891938250428816,1.85,6.5,0.7166666666666668,0,Consistent Performer,Morgan Hall
278,SSE,Lateral,TS,11:36:02,21:40:12,11:26:16,09:21:04,01:48:31,00:56:21,00:40:41,Billed,4,7,6,1,No,11.6,11.433333333333334,1.8,0.6666666666666666,11,0,0,9.35,0.9333333333333332,70.26239067055393,0.239067055393586,2.6,9.0,2.4333333333333336,0,Consistent Performer,Morgan Brown
279,AL,Campus-2020,TM,09:44:32,21:54:10,10:25:57,08:10:07,01:37:51,00:27:20,00:44:49,Billed,2,8,7,7,No,9.733333333333333,10.416666666666666,1.6166666666666667,0.7333333333333333,10,0,0,8.166666666666666,0.45,73.11999999999999,0.1984,0.7333333333333325,9.0,1.416666666666666,3,Silent Overworker,Cameron Lewis
280,SE,Campus-2023,TS,08:58:48,19:22:19,10:39:11,07:40:14,01:28:07,00:13:27,01:11:11,Billed,3,7,3,6,No,8.966666666666667,10.65,1.4666666666666668,1.1833333333333331,10,0,0,7.666666666666667,0.2166666666666666,73.0829420970266,0.1580594679186228,0.0333333333333332,8.5,1.6500000000000004,3,Silent Overworker,Alex Lee
281,SE,Campus-2020,TM,10:23:03,21:04:06,11:04:20,07:21:36,00:42:53,00:32:10,01:17:07,Billed,4,0,1,2,No,10.383333333333333,11.066666666666666,0.7,1.2833333333333332,4,0,0,7.35,0.5333333333333333,77.25903614457832,0.1114457831325301,1.3833333333333329,2.0,2.0666666666666664,3,Silent Overworker,Morgan Thomas
282,TDS,Lateral,SN,08:47:58,22:27:06,09:00:23,08:19:30,01:08:15,00:39:40,00:46:06,Billed,1,13,6,9,No,8.783333333333333,9.0,1.1333333333333333,0.7666666666666667,14,0,0,8.316666666666666,0.65,71.66666666666667,0.1981481481481481,0.2166666666666667,13.5,0.0,2,Erratic / At-Risk,Casey Smith
283,SSE,Campus-2023,TS,09:29:08,19:53:19,07:07:24,09:07:26,00:42:56,00:18:42,00:21:38,Unbilled,4,7,6,2,No,9.483333333333333,7.116666666666666,0.7,0.35,11,1,0,9.116666666666667,0.3,81.03044496487118,0.1405152224824356,0.4833333333333325,9.0,0.0,2,Erratic / At-Risk,Jordan Rodriguez
284,TDS,Lateral,SN,09:56:29,21:26:34,07:54:23,07:20:13,00:34:42,00:33:16,00:46:36,Billed,0,7,4,6,No,9.933333333333334,7.9,0.5666666666666667,0.7666666666666667,7,0,0,7.333333333333333,0.55,76.16033755274262,0.1413502109704641,0.9333333333333336,7.0,0.0,2,Erratic / At-Risk,Drew Martinez
285,SSE,Campus-2021,SN,11:16:32,19:28:59,07:45:54,07:35:57,01:07:53,00:12:09,00:47:39,Billed,2,4,3,0,No,11.266666666666667,7.75,1.1166666666666667,0.7833333333333333,6,0,0,7.583333333333333,0.2,72.90322580645162,0.1698924731182795,2.2666666666666675,5.0,0.0,0,Consistent Performer,Quinn Clark
286,TDS,Campus-2023,SN,09:17:26,17:49:15,10:39:04,05:50:11,01:03:26,00:28:40,01:27:02,Billed,4,8,7,7,No,9.283333333333331,10.65,1.05,1.45,12,0,0,5.833333333333333,0.4666666666666667,72.14397496087636,0.1424100156494522,0.2833333333333332,10.0,1.6500000000000004,3,Silent Overworker,Riley Thomas
287,AL,Campus-2022,SN,09:49:59,17:05:53,09:01:50,06:49:50,01:58:29,00:12:11,01:05:12,Billed,5,8,7,6,No,9.816666666666666,9.016666666666667,1.9666666666666668,1.0833333333333333,13,0,0,6.816666666666666,0.2,63.95563770794824,0.2402957486136784,0.8166666666666664,10.5,0.0166666666666674,1,Late Starter,Reese Lee
288,TDS,Campus-2020,TM,08:00:27,20:08:09,07:37:48,05:05:30,00:55:28,00:33:28,00:50:59,Billed,1,7,9,9,No,8.0,7.616666666666667,0.9166666666666666,0.8333333333333334,8,0,0,5.083333333333333,0.55,69.80306345733041,0.1925601750547046,1.0,7.5,0.0,2,Erratic / At-Risk,Reese Smith
289,AL,Lateral,TM,11:34:09,18:26:46,10:33:51,05:59:19,01:10:52,00:13:05,00:45:33,Billed,2,0,7,2,No,11.566666666666666,10.55,1.1666666666666667,0.75,2,0,0,5.983333333333333,0.2166666666666666,79.77883096366509,0.1311216429699842,2.5666666666666664,1.0,1.5500000000000007,0,Consistent Performer,Quinn Hall
290,SE,Campus-2020,TS,10:32:53,21:54:45,11:02:35,06:55:37,01:35:54,00:33:00,01:17:00,Billed,5,12,4,7,No,10.533333333333331,11.033333333333331,1.5833333333333337,1.2833333333333332,17,0,0,6.916666666666667,0.55,69.03323262839879,0.1933534743202417,1.5333333333333332,14.5,2.033333333333333,3,Silent Overworker,Sage Martin
291,SE,Campus-2021,TS,11:56:14,21:07:04,07:26:32,06:28:45,01:50:36,00:30:06,00:33:56,Billed,5,6,4,3,No,11.933333333333334,7.433333333333334,1.8333333333333333,0.55,11,0,0,6.466666666666667,0.5,61.210762331838566,0.3139013452914798,2.9333333333333336,8.5,0.0,1,Late Starter,Taylor Harris
292,AL,Campus-2020,TS,08:27:32,22:20:04,11:28:39,09:57:25,00:45:04,00:41:09,00:25:45,Billed,1,10,0,1,No,8.45,11.466666666666669,0.75,0.4166666666666667,11,0,0,9.95,0.6833333333333333,83.86627906976744,0.125,0.5500000000000007,10.5,2.466666666666667,3,Silent Overworker,Harper Lewis
293,AL,Campus-2020,SN,09:14:39,22:59:34,08:48:05,08:55:51,01:46:53,00:52:44,00:55:42,Billed,5,3,7,9,No,9.233333333333333,8.8,1.7666666666666666,0.9166666666666666,8,0,0,8.916666666666666,0.8666666666666667,59.65909090909092,0.2992424242424242,0.2333333333333325,5.5,0.0,1,Late Starter,Sage Lewis
294,TDS,Campus-2020,TS,08:54:19,20:11:29,11:14:15,06:26:29,00:37:58,00:31:33,00:59:28,Billed,4,0,5,5,Yes,8.9,11.233333333333333,0.6166666666666667,0.9833333333333332,4,0,1,6.433333333333334,0.5166666666666667,81.15727002967358,0.1008902077151335,0.0999999999999996,2.0,2.2333333333333325,3,Silent Overworker,Riley Robinson
295,TDS,Campus-2020,TS,09:28:15,21:38:36,11:24:17,07:54:33,01:25:55,00:17:49,00:38:56,Unbilled,3,3,4,2,Yes,9.466666666666669,11.4,1.4166666666666667,0.6333333333333333,6,1,1,7.9,0.2833333333333333,79.53216374269006,0.1491228070175438,0.4666666666666668,4.5,2.4000000000000004,3,Silent Overworker,Quinn Hall
296,TDS,Campus-2020,TM,08:55:07,21:19:19,11:47:52,05:39:09,00:39:12,00:56:01,01:26:41,Unbilled,2,2,2,4,No,8.916666666666666,11.783333333333331,0.65,1.4333333333333331,4,1,0,5.65,0.9333333333333332,74.39886845827439,0.1343705799151343,0.0833333333333339,3.0,2.783333333333333,3,Silent Overworker,Harper Martinez
297,AL,Campus-2020,TM,08:47:50,18:34:06,08:19:40,08:56:47,01:57:08,00:47:56,00:55:01,Billed,3,12,9,5,No,8.783333333333333,8.316666666666666,1.95,0.9166666666666666,15,0,0,8.933333333333334,0.7833333333333333,56.11222444889778,0.3286573146292585,0.2166666666666667,13.5,0.0,1,Late Starter,Finley Thompson
298,AL,Campus-2020,TM,11:07:39,19:15:00,09:10:48,08:20:50,01:25:36,00:36:50,01:21:08,Billed,2,0,1,7,No,11.116666666666667,9.166666666666666,1.4166666666666667,1.35,2,0,0,8.333333333333334,0.6,63.27272727272727,0.22,2.116666666666667,1.0,0.166666666666666,1,Late Starter,Jamie Clark
299,SE,Campus-2023,SN,09:36:50,22:57:18,09:10:07,09:51:55,01:58:51,00:17:59,01:28:20,Billed,4,14,5,0,Yes,9.6,9.166666666666666,1.9666666666666668,1.4666666666666668,18,0,1,9.85,0.2833333333333333,59.454545454545446,0.2454545454545454,0.5999999999999996,16.0,0.166666666666666,1,Late Starter,Reese Martinez
300,TDS,Campus-2023,TM,10:15:55,17:53:23,08:08:25,05:22:59,01:14:22,00:29:06,00:43:57,Billed,2,3,2,5,No,10.25,8.133333333333333,1.2333333333333334,0.7166666666666667,5,0,0,5.366666666666666,0.4833333333333333,70.08196721311475,0.2110655737704918,1.25,4.0,0.0,2,Erratic / At-Risk,Riley Walker
301,TDS,Lateral,TS,08:14:32,20:52:49,10:48:53,08:57:29,01:36:34,00:51:19,00:21:23,Billed,1,7,2,7,Yes,8.233333333333333,10.8,1.6,0.35,8,0,1,8.95,0.85,74.07407407407408,0.2268518518518518,0.7666666666666675,7.5,1.8000000000000007,3,Silent Overworker,Quinn Martinez
302,SE,Lateral,TS,08:01:38,21:36:03,08:37:24,05:16:05,00:35:25,00:49:25,01:07:58,Billed,4,6,9,8,No,8.016666666666667,8.616666666666667,0.5833333333333334,1.1166666666666667,10,0,0,5.266666666666667,0.8166666666666667,70.79303675048357,0.1624758220502901,0.9833333333333324,8.0,0.0,2,Erratic / At-Risk,Peyton Clark
303,TDS,Campus-2020,TS,11:19:18,20:21:28,10:00:06,06:41:01,00:54:09,00:22:18,01:04:35,Billed,4,12,2,6,No,11.316666666666666,10.0,0.9,1.0666666666666669,16,0,0,6.683333333333334,0.3666666666666666,76.66666666666667,0.1266666666666666,2.3166666666666664,14.0,1.0,0,Consistent Performer,Harper Jackson
304,TDS,Campus-2023,TS,11:38:28,19:15:39,10:43:34,05:15:34,01:51:33,00:55:09,01:03:37,Billed,3,8,7,7,No,11.633333333333333,10.716666666666669,1.85,1.05,11,0,0,5.25,0.9166666666666666,64.38569206842925,0.2581648522550544,2.633333333333333,9.5,1.7166666666666668,0,Consistent Performer,Morgan Martin
305,SE,Campus-2023,TM,08:47:35,21:34:39,07:14:10,07:49:14,01:29:36,00:38:00,01:28:13,Billed,3,13,9,2,No,8.783333333333333,7.233333333333333,1.4833333333333334,1.4666666666666668,16,0,0,7.816666666666666,0.6333333333333333,50.46082949308756,0.2926267281105991,0.2166666666666667,14.5,0.0,1,Late Starter,Sage Thompson
306,AL,Campus-2022,TM,09:18:21,22:59:14,07:58:04,08:51:19,01:25:10,00:33:52,00:36:59,Billed,4,14,0,3,No,9.3,7.966666666666667,1.4166666666666667,0.6,18,0,0,8.85,0.55,67.78242677824268,0.2468619246861924,0.3000000000000007,16.0,0.0,1,Late Starter,Alex Brown
307,TDS,Campus-2023,TM,09:53:21,21:10:17,11:18:12,09:25:27,01:02:38,00:49:42,00:51:30,Billed,4,1,7,7,No,9.883333333333333,11.3,1.0333333333333334,0.85,5,0,0,9.416666666666666,0.8166666666666667,76.1061946902655,0.163716814159292,0.8833333333333329,3.0,2.3000000000000007,3,Silent Overworker,Cameron Thomas
308,SSE,Lateral,TM,08:45:09,17:58:32,10:56:33,05:01:11,00:39:40,00:12:17,00:18:20,Billed,0,11,8,9,No,8.75,10.933333333333334,0.65,0.3,11,0,0,5.016666666666667,0.2,89.48170731707317,0.0777439024390243,0.25,11.0,1.9333333333333336,3,Silent Overworker,Taylor Smith
309,SSE,Campus-2021,TS,10:39:09,18:49:39,09:29:09,08:22:08,00:43:50,00:24:53,01:00:30,Billed,5,11,7,7,No,10.65,9.483333333333333,0.7166666666666667,1.0,16,0,0,8.366666666666667,0.4,77.68014059753953,0.117750439367311,1.6500000000000004,13.5,0.4833333333333325,0,Consistent Performer,Avery Martinez
310,AL,Campus-2023,SN,10:15:39,18:54:55,11:34:09,07:47:13,01:48:29,00:38:33,00:43:11,Billed,2,13,6,1,No,10.25,11.566666666666666,1.8,0.7166666666666667,15,0,0,7.783333333333333,0.6333333333333333,72.76657060518733,0.2103746397694524,1.25,14.0,2.5666666666666664,3,Silent Overworker,Drew Martinez
311,SE,Campus-2020,TM,08:49:57,21:43:12,11:33:01,09:06:04,01:16:14,00:21:12,00:43:17,Billed,4,9,8,6,Yes,8.816666666666666,11.55,1.2666666666666666,0.7166666666666667,13,0,1,9.1,0.35,79.79797979797979,0.1399711399711399,0.1833333333333335,11.0,2.5500000000000007,3,Silent Overworker,Riley Lee
312,TDS,Lateral,TM,10:15:18,18:53:58,07:21:54,08:52:58,00:41:53,00:59:34,01:28:24,Billed,1,11,4,2,No,10.25,7.35,0.6833333333333333,1.4666666666666668,12,0,0,8.866666666666667,0.9833333333333332,57.36961451247166,0.2267573696145124,1.25,11.5,0.0,1,Late Starter,Jamie Martin
313,AL,Campus-2020,TM,09:36:47,19:44:17,11:57:30,07:49:28,01:17:39,00:40:23,00:35:22,Unbilled,0,1,6,3,Yes,9.6,11.95,1.2833333333333332,0.5833333333333334,1,1,1,7.816666666666666,0.6666666666666666,78.80055788005579,0.1631799163179916,0.5999999999999996,1.0,2.9499999999999997,3,Silent Overworker,Quinn Clark
314,AL,Campus-2023,TM,11:45:16,17:05:57,09:25:40,06:36:01,01:46:50,00:53:48,01:18:34,Billed,0,0,3,4,No,11.75,9.416666666666666,1.7666666666666666,1.3,0,0,0,6.6,0.8833333333333333,58.05309734513274,0.2814159292035398,2.75,0.0,0.4166666666666661,1,Late Starter,Sage Rodriguez
315,SSE,Campus-2023,SN,11:44:10,22:55:05,07:53:43,07:54:18,01:35:18,00:29:26,01:12:46,Unbilled,3,6,3,5,No,11.733333333333333,7.883333333333333,1.5833333333333337,1.2,9,1,0,7.9,0.4833333333333333,58.56236786469344,0.2621564482029598,2.7333333333333325,7.5,0.0,1,Late Starter,Quinn Robinson
316,AL,Campus-2020,TM,10:25:49,17:33:34,07:02:21,07:53:46,01:27:19,00:40:53,00:20:00,Billed,2,2,3,5,No,10.416666666666666,7.033333333333333,1.45,0.3333333333333333,4,0,0,7.883333333333333,0.6666666666666666,65.16587677725119,0.3009478672985782,1.416666666666666,3.0,0.0,1,Late Starter,Logan Anderson
317,AL,Lateral,TM,08:41:11,21:02:52,09:17:33,08:21:16,01:45:31,00:47:21,01:15:32,Unbilled,0,5,2,1,No,8.683333333333334,9.283333333333331,1.75,1.25,5,1,0,8.35,0.7833333333333333,59.245960502693,0.2728904847396768,0.3166666666666664,5.0,0.2833333333333332,1,Late Starter,Quinn Jackson
318,TDS,Campus-2021,TM,08:55:46,18:43:40,08:34:33,07:21:26,01:49:49,00:38:53,01:09:15,Billed,2,0,3,2,No,8.916666666666666,8.566666666666666,1.8166666666666669,1.15,2,0,0,7.35,0.6333333333333333,57.97665369649806,0.2859922178988327,0.0833333333333339,1.0,0.0,1,Late Starter,Emerson Smith
319,TDS,Campus-2020,TS,11:48:13,21:11:32,11:51:24,05:29:02,01:48:32,00:13:08,00:14:00,Billed,1,9,3,0,No,11.8,11.85,1.8,0.2333333333333333,10,0,0,5.483333333333333,0.2166666666666666,81.0126582278481,0.170182841068917,2.8000000000000007,9.5,2.85,0,Consistent Performer,Dakota Martinez
320,SSE,Lateral,TM,09:07:27,17:36:35,09:20:05,09:08:10,00:36:20,00:13:47,00:21:30,Billed,0,14,7,1,Yes,9.116666666666667,9.333333333333334,0.6,0.35,14,0,1,9.133333333333333,0.2166666666666666,87.50000000000001,0.0875,0.1166666666666671,14.0,0.3333333333333339,2,Erratic / At-Risk,Sage Martinez
321,SE,Campus-2022,SN,09:48:55,20:36:07,09:41:16,08:29:58,01:51:30,00:16:34,01:16:27,Billed,4,14,5,1,No,9.8,9.683333333333334,1.85,1.2666666666666666,18,0,0,8.483333333333333,0.2666666666666666,65.06024096385543,0.2185886402753872,0.8000000000000007,16.0,0.6833333333333336,1,Late Starter,Avery Thomas
322,TDS,Campus-2020,SN,09:26:50,19:45:07,07:03:39,08:51:48,01:12:39,00:26:18,01:05:07,Unbilled,5,9,1,6,No,9.433333333333334,7.05,1.2,1.0833333333333333,14,1,0,8.85,0.4333333333333333,61.46572104018912,0.2316784869976359,0.4333333333333335,11.5,0.0,1,Late Starter,Morgan Thompson
323,TDS,Campus-2023,TS,11:11:29,19:15:26,10:14:12,06:08:54,01:33:23,00:49:55,01:23:52,Billed,4,13,5,5,No,11.183333333333334,10.233333333333333,1.55,1.3833333333333333,17,0,0,6.133333333333334,0.8166666666666667,63.35504885993485,0.2312703583061889,2.1833333333333336,15.0,1.2333333333333325,1,Late Starter,Jamie Martin
324,TDS,Campus-2022,TM,09:24:10,19:17:33,10:36:59,05:59:14,01:05:45,00:26:20,00:27:23,Billed,5,6,1,3,No,9.4,10.6,1.0833333333333333,0.45,11,0,0,5.983333333333333,0.4333333333333333,81.44654088050314,0.1430817610062893,0.4000000000000003,8.5,1.5999999999999996,3,Silent Overworker,Sage Taylor
325,SSE,Lateral,TS,09:50:49,22:10:47,11:26:12,07:21:37,00:33:26,00:50:38,01:21:08,Billed,5,3,7,7,No,9.833333333333334,11.433333333333334,0.55,1.35,8,0,0,7.35,0.8333333333333334,76.09329446064139,0.1209912536443148,0.8333333333333339,5.5,2.4333333333333336,3,Silent Overworker,Drew Lewis
326,AL,Campus-2021,TM,10:48:08,19:52:29,08:34:43,05:25:27,01:43:00,00:19:42,01:02:25,Billed,1,8,2,1,Yes,10.8,8.566666666666666,1.7166666666666668,1.0333333333333334,9,0,1,5.416666666666667,0.3166666666666666,64.2023346303502,0.2373540856031128,1.8000000000000007,8.5,0.0,1,Late Starter,Casey Brown
327,SSE,Campus-2023,SN,11:52:01,22:48:49,10:54:20,06:32:15,01:26:04,00:50:05,00:27:27,Billed,3,4,8,9,No,11.866666666666667,10.9,1.4333333333333331,0.45,7,0,0,6.533333333333333,0.8333333333333334,75.07645259938838,0.2079510703363914,2.866666666666667,5.5,1.9000000000000004,0,Consistent Performer,Dakota Harris
328,SSE,Campus-2022,SN,10:05:37,20:52:44,08:33:05,08:17:34,01:57:11,00:30:01,01:10:20,Billed,1,3,2,6,No,10.083333333333334,8.55,1.95,1.1666666666666667,4,0,0,8.283333333333333,0.5,57.69980506822612,0.2865497076023391,1.083333333333334,3.5,0.0,1,Late Starter,Avery Taylor
329,SSE,Campus-2021,SN,09:51:08,20:31:52,08:03:56,08:09:39,01:00:34,00:31:34,00:46:01,Unbilled,1,4,9,6,No,9.85,8.05,1.0,0.7666666666666667,5,1,0,8.15,0.5166666666666667,71.63561076604556,0.1884057971014492,0.8499999999999996,4.5,0.0,2,Erratic / At-Risk,Logan Smith
330,SE,Campus-2023,SN,11:19:23,21:06:11,08:04:06,07:20:33,01:05:26,00:46:57,01:21:58,Billed,3,3,0,9,No,11.316666666666666,8.066666666666666,1.0833333333333333,1.35,6,0,0,7.333333333333333,0.7666666666666667,60.33057851239669,0.2293388429752066,2.3166666666666664,4.5,0.0,1,Late Starter,Dakota Martin
331,SSE,Lateral,TS,09:21:15,20:24:10,10:08:12,05:35:15,01:56:50,00:58:50,00:39:42,Billed,5,4,1,3,Yes,9.35,10.133333333333333,1.9333333333333331,0.65,9,0,1,5.583333333333333,0.9666666666666668,64.9671052631579,0.2861842105263158,0.3499999999999996,6.5,1.1333333333333329,1,Late Starter,Morgan Taylor
332,AL,Campus-2020,TM,10:59:44,22:29:48,08:37:02,08:19:28,00:48:27,00:58:00,01:26:36,Billed,2,12,5,9,No,10.983333333333333,8.616666666666667,0.8,1.4333333333333331,14,0,0,8.316666666666666,0.9666666666666668,62.86266924564797,0.2050290135396518,1.9833333333333325,13.0,0.0,1,Late Starter,Taylor Lee
333,SSE,Campus-2023,TM,10:27:00,22:18:05,10:37:40,09:16:17,01:08:04,00:41:19,00:26:52,Billed,4,5,9,4,No,10.45,10.616666666666667,1.1333333333333333,0.4333333333333333,9,0,0,9.266666666666667,0.6833333333333333,78.80690737833595,0.1711145996860282,1.4499999999999993,7.0,1.6166666666666671,3,Silent Overworker,Avery Clark
334,AL,Lateral,SN,09:56:28,17:42:48,09:18:40,08:01:04,01:47:28,00:48:06,00:33:34,Billed,4,3,7,9,No,9.933333333333334,9.3,1.7833333333333332,0.55,7,0,0,8.016666666666667,0.8,66.30824372759857,0.2777777777777777,0.9333333333333336,5.0,0.3000000000000007,1,Late Starter,Cameron Robinson
335,SSE,Campus-2020,TM,08:35:01,22:36:35,08:54:33,05:34:59,01:46:45,00:37:45,01:16:14,Unbilled,1,5,3,6,No,8.583333333333334,8.9,1.7666666666666666,1.2666666666666666,6,1,0,5.566666666666666,0.6166666666666667,58.98876404494382,0.2677902621722846,0.4166666666666661,5.5,0.0,1,Late Starter,Jamie Thomas
336,SSE,Campus-2020,TM,08:15:18,20:05:22,08:24:09,05:51:17,00:44:08,00:19:12,00:31:47,Billed,3,10,0,9,No,8.25,8.4,0.7333333333333333,0.5166666666666667,13,0,0,5.85,0.3166666666666666,81.34920634920636,0.1249999999999999,0.75,11.5,0.0,2,Erratic / At-Risk,Peyton Smith
337,SE,Campus-2020,TM,09:50:59,18:34:41,10:15:09,09:13:15,01:18:40,00:45:26,00:18:26,Unbilled,5,11,3,8,No,9.833333333333334,10.25,1.3,0.3,16,1,0,9.216666666666669,0.75,77.07317073170732,0.1999999999999999,0.8333333333333339,13.5,1.25,3,Silent Overworker,Drew Clark
338,SSE,Campus-2023,TS,11:01:59,21:05:49,08:06:12,05:09:48,01:21:48,00:42:17,00:16:40,Unbilled,5,1,6,9,No,11.016666666666667,8.1,1.35,0.2666666666666666,6,1,0,5.15,0.7,71.39917695473251,0.2530864197530864,2.0166666666666675,3.5,0.0,1,Late Starter,Harper Lewis
339,TDS,Campus-2021,SN,10:52:29,22:52:34,07:26:06,08:52:07,01:38:28,00:39:35,01:22:14,Billed,3,13,9,6,No,10.866666666666667,7.433333333333334,1.6333333333333333,1.3666666666666667,16,0,0,8.866666666666667,0.65,50.89686098654709,0.3071748878923767,1.8666666666666671,14.5,0.0,1,Late Starter,Sage Hall
340,AL,Campus-2021,TS,11:29:28,22:25:34,10:27:35,05:23:29,00:44:32,00:21:14,00:46:37,Billed,3,9,8,6,No,11.483333333333333,10.45,0.7333333333333333,0.7666666666666667,12,0,0,5.383333333333334,0.35,82.29665071770336,0.1036682615629984,2.4833333333333325,10.5,1.4499999999999993,0,Consistent Performer,Jordan Harris
341,SSE,Campus-2020,SN,11:35:28,21:34:37,08:09:53,07:13:01,01:42:58,00:44:41,01:22:05,Billed,1,13,6,0,No,11.583333333333334,8.15,1.7,1.3666666666666667,14,0,0,7.216666666666667,0.7333333333333333,53.37423312883436,0.2985685071574642,2.583333333333334,13.5,0.0,1,Late Starter,Morgan Taylor
342,SE,Campus-2021,TS,11:42:34,17:14:44,07:10:43,08:31:09,01:22:30,00:35:54,01:06:51,Unbilled,0,10,8,0,No,11.7,7.166666666666667,1.3666666666666667,1.1,10,1,0,8.516666666666667,0.5833333333333334,57.44186046511628,0.2720930232558139,2.6999999999999997,10.0,0.0,1,Late Starter,Dakota White
343,AL,Campus-2022,TS,09:23:55,18:12:37,11:16:25,06:15:57,00:57:30,00:52:53,01:09:44,Billed,5,2,2,3,Yes,9.383333333333333,11.266666666666667,0.95,1.15,7,0,1,6.25,0.8666666666666667,73.66863905325444,0.1612426035502958,0.3833333333333328,4.5,2.2666666666666675,3,Silent Overworker,Quinn Lee
344,AL,Campus-2022,TM,11:15:59,18:39:58,09:09:59,07:53:04,01:37:19,00:31:27,00:51:12,Billed,4,3,2,8,No,11.25,9.15,1.6166666666666667,0.85,7,0,0,7.883333333333333,0.5166666666666667,67.39526411657559,0.2331511839708561,2.25,5.0,0.1500000000000003,1,Late Starter,Cameron Anderson
345,SSE,Lateral,SN,08:47:45,21:08:36,11:49:05,08:16:55,01:37:20,00:28:18,00:43:23,Billed,4,8,8,9,No,8.783333333333333,11.816666666666666,1.6166666666666667,0.7166666666666667,12,0,0,8.266666666666667,0.4666666666666667,76.30465444287728,0.1763046544428773,0.2166666666666667,10.0,2.8166666666666664,3,Silent Overworker,Finley Rodriguez
